No,Simulated Composition,FileName,A-site(atom+number),A-site(total_atom),A-site(atom),A-site(number),A'-site(atom+number),A'-site(atom),A'-site(number),A''-site(atom+number),A''-site(atom),A''-site(number),B-site(atom+number),B-site(total_atom),B-site(atom),B-site(number),B'-site(atom+number),B'-site(atom),B'-site(number),B''-site(atom+number),B''-site(atom),B''-site(number),B'''-site(atom+number),B'''-site(atom),B'''-site(number),O-site,Bandgap_by_ML,Bandgap_by_DFT,Energy above convex hull - Anodic Conditions (eV/atom),Energy above convex hull - Cathodic Conditions (eV/atom),Energy above convex hull - CO2 Conditions (eV/atom)
1235,Ca2_Ba6_Sb6_Ce2_O24,Ca2Ba6Sb6Ce2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Sb6,8,Sb,6,Ce2,Ce,2,,,0,,,0,O24,1.301897407,0.462,0.316322267,0.592057759,0.691353867
1236,Ca2_Ba6_Sb6_Zr2_O24,Ca2Ba6Sb6Zr2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Sb6,8,Sb,6,Zr2,Zr,2,,,0,,,0,O24,0.381513119,1.162,0.277087116,0.536494041,0.614869552
1237,Ca2_Ba6_Ta6_Zr2_O24,Ca2Ba6Ta6Zr2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Ta6,8,Ta,6,Zr2,Zr,2,,,0,,,0,O24,1.06875205,0.04,0.515157996,0.860157996,0.905661393
1240,Ca2_Ba6_Zr6_Cr2_O24,Ca2Ba6Zr6Cr2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,Cr2,Cr,2,,,0,,,0,O24,-0.018058658,1.259,0.207204049,0.134284141,0.204064356
1241,Ca2_Ba6_Zr6_Fe2_O24,Ca2Ba6Zr6Fe2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,Fe2,Fe,2,,,0,,,0,O24,-0.015256047,0.192,0.27742927,0.144151665,0.258271437
1242,Ca2_Ba6_Zr6_Mn2_O24,Ca2Ba6Zr6Mn2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,Mn2,Mn,2,,,0,,,0,O24,1.062393427,1.359,0.199127489,0.080263726,0.182970918
1243,Ca2_Ba6_Zr6_Nb2_O24,Ca2Ba6Zr6Nb2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,Nb2,Nb,2,,,0,,,0,O24,2.489311218,0.034,0.115276533,0.230276533,0.316458903
1244,Ca2_Ba6_Zr6_Ni2_O24,Ca2Ba6Zr6Ni2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,Ni2,Ni,2,,,0,,,0,O24,-0.011999369,0.002,0.592948049,0.285214499,0.420971335
1246,Ca2_Ba6_Zr6_Sb2_O24,Ca2Ba6Zr6Sb2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,Sb2,Sb,2,,,0,,,0,O24,2.921391964,0.233,0.127121495,0.223981383,0.310163754
1247,Ca2_Ba6_Zr6_Sn2_O24,Ca2Ba6Zr6Sn2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,Sn2,Sn,2,,,0,,,0,O24,2.720843554,3.728,0.014729029,0.014729029,0.101839352
1248,Ca2_Ba6_Zr6_Ta2_O24,Ca2Ba6Zr6Ta2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,Ta2,Ta,2,,,0,,,0,O24,2.127304554,0.007,0.154159539,0.269159539,0.348361334
1250,Ca2_Ba6_Zr6_V2_O24,Ca2Ba6Zr6V2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,V2,V,2,,,0,,,0,O24,1.824687004,1.978,0.061109951,0.173901618,0.224527347
1251,Ca2_Sr6_Ce6_Co2_O24,Ca2Sr6Ce6Co2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Co2,Co,2,,,0,,,0,O24,-0.016033888,1.869,0.589239956,0.325319696,0.630549196
1252,Ca2_Sr6_Ce6_Cr2_O24,Ca2Sr6Ce6Cr2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Cr2,Cr,2,,,0,,,0,O24,1.757408738,1.379,0.375689407,0.306049597,0.557741809
1253,Ca2_Sr6_Ce6_Mn2_O24,Ca2Sr6Ce6Mn2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Mn2,Mn,2,,,0,,,0,O24,0.092346668,1.667,0.452863569,0.362705464,0.625779888
1254,Ca2_Sr6_Ce6_Sn2_O24,Ca2Sr6Ce6Sn2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Sn2,Sn,2,,,0,,,0,O24,1.879577398,2.29,0.170405225,0.170405225,0.430301822
1255,Ca2_Sr6_Ce6_Ti2_O24,Ca2Sr6Ce6Ti2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Ti2,Ti,2,,,0,,,0,O24,1.878166914,2.169,0.240228356,0.240228356,0.479525815
1256,Ca2_Sr6_Ce6_V2_O24,Ca2Sr6Ce6V2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,V2,V,2,,,0,,,0,O24,1.859911323,1.252,0.301834432,0.414626099,0.570231287
1257,Ca2_Sr6_Fe6_Ce2_O24,Ca2Sr6Fe6Ce2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Fe6,8,Fe,6,Ce2,Ce,2,,,0,,,0,O24,0.889445484,0.508,0.761816189,0.349157177,0.631194814
1258,Ca2_Sr6_Fe6_Zr2_O24,Ca2Sr6Fe6Zr2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Fe6,8,Fe,6,Zr2,Zr,2,,,0,,,0,O24,0.03096211,0.194,0.653282633,0.248770711,0.464986499
1259,Ca2_Sr6_Nb6_Zr2_O24,Ca2Sr6Nb6Zr2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Nb6,8,Nb,6,Zr2,Zr,2,,,0,,,0,O24,0.516624689,0.051,0.338973117,0.683973117,0.701481995
1260,Ca2_Sr6_V6_Ce2_O24,Ca2Sr6V6Ce2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,V6,8,V,6,Ce2,Ce,2,,,0,,,0,O24,1.292867541,1.248,0.314227755,0.606266307,0.581012959
1261,Ca2_Sr6_V6_Zr2_O24,Ca2Sr6V6Zr2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,V6,8,V,6,Zr2,Zr,2,,,0,,,0,O24,-0.009965539,1.08,0.145392947,0.426747305,0.401493957
1262,Ca2_Sr6_Zr6_Co2_O24,Ca2Sr6Zr6Co2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Co2,Co,2,,,0,,,0,O24,2.803631544,3.871,0.404541942,0.127926051,0.244948189
1263,Ca2_Sr6_Zr6_Cr2_O24,Ca2Sr6Zr6Cr2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Cr2,Cr,2,,,0,,,0,O24,-0.014515281,1.307,0.157980615,0.061612395,0.142120114
1264,Ca2_Sr6_Zr6_Fe2_O24,Ca2Sr6Zr6Fe2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Fe2,Fe,2,,,0,,,0,O24,-0.021688461,0.002,0.235826649,0.102549044,0.204838712
1265,Ca2_Sr6_Zr6_Mn2_O24,Ca2Sr6Zr6Mn2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Mn2,Mn,2,,,0,,,0,O24,1.635458946,1.644,0.147274243,0.02841048,0.119287568
1266,Ca2_Sr6_Zr6_Nb2_O24,Ca2Sr6Zr6Nb2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Nb2,Nb,2,,,0,,,0,O24,3.099397898,0.015,0.095980435,0.210980435,0.27805749
1267,Ca2_Sr6_Zr6_Ni2_O24,Ca2Sr6Zr6Ni2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Ni2,Ni,2,,,0,,,0,O24,0.010606408,0.009,0.557048053,0.249314503,0.373241235
1269,Ca2_Sr6_Zr6_Ta2_O24,Ca2Sr6Zr6Ta2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Ta2,Ta,2,,,0,,,0,O24,3.173763275,0.041,0.137647125,0.252647125,0.314540603
1270,Ca2_Sr6_Zr6_Ti2_O24,Ca2Sr6Zr6Ti2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Ti2,Ti,2,,,0,,,0,O24,2.679758549,3.2,0.0,0.0,0.060943881
1271,Ca2_Sr6_Zr6_V2_O24,Ca2Sr6Zr6V2O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,V2,V,2,,,0,,,0,O24,1.632005095,2.025,0.017651965,0.130443632,0.156468529
1272,Cs2_Ba6_Ce6_Cr2_O24,Cs2Ba6Ce6Cr2O24.vasp,Cs2,8,Cs,2,Ba6,Ba,6,,,0,Ce6,8,Ce,6,Cr2,Cr,2,,,0,,,0,O24,-0.013532519,1.125,0.442034043,0.384168561,0.639526619
1273,Cs2_Ba6_Ce6_Fe2_O24,Cs2Ba6Ce6Fe2O24.vasp,Cs2,8,Cs,2,Ba6,Ba,6,,,0,Ce6,8,Ce,6,Fe2,Fe,2,,,0,,,0,O24,-0.01781261,0.055,0.57810284,0.34810284,0.697365306
1274,Cs2_Ba6_Ce6_Mn2_O24,Cs2Ba6Ce6Mn2O24.vasp,Cs2,8,Cs,2,Ba6,Ba,6,,,0,Ce6,8,Ce,6,Mn2,Mn,2,,,0,,,0,O24,-0.0136832,1.553,0.486020609,0.283300511,0.59327361
1275,Cs2_Ba6_Ce6_Ta2_O24,Cs2Ba6Ce6Ta2O24.vasp,Cs2,8,Cs,2,Ba6,Ba,6,,,0,Ce6,8,Ce,6,Ta2,Ta,2,,,0,,,0,O24,1.408944607,2.056,0.047542234,0.047542234,0.333595818
1276,Cs2_Ba6_Ce6_V2_O24,Cs2Ba6Ce6V2O24.vasp,Cs2,8,Cs,2,Ba6,Ba,6,,,0,Ce6,8,Ce,6,V2,V,2,,,0,,,0,O24,-0.011052728,1.968,0.277980892,0.269147559,0.498823904
1277,Cs2_Sr6_Ce6_Fe2_O24,Cs2Sr6Ce6Fe2O24.vasp,Cs2,8,Cs,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Fe2,Fe,2,,,0,,,0,O24,-0.018300414,0.019,0.627177086,0.397177086,0.712146754
1278,Cs2_Sr6_Ce6_Mn2_O24,Cs2Sr6Ce6Mn2O24.vasp,Cs2,8,Cs,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Mn2,Mn,2,,,0,,,0,O24,-0.006862044,0.029,0.611100043,0.404478788,0.683522355
1279,Cs2_Sr6_Ce6_Nb2_O24,Cs2Sr6Ce6Nb2O24.vasp,Cs2,8,Cs,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Nb2,Nb,2,,,0,,,0,O24,1.675718188,2.116,0.114892526,0.108267526,0.373697121
1281,Cs2_Sr6_Ce6_V2_O24,Cs2Sr6Ce6V2O24.vasp,Cs2,8,Cs,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,V2,V,2,,,0,,,0,O24,-0.011379838,2.008,0.305906531,0.297073198,0.500842732
1282,Cs2_Sr6_Nb6_Zr2_O24,Cs2Sr6Nb6Zr2O24.vasp,Cs2,8,Cs,2,Sr6,Sr,6,,,0,Nb6,8,Nb,6,Zr2,Zr,2,,,0,,,0,O24,1.626323104,0.008,0.264941904,0.494941904,0.519725993
1283,Cs2_Sr6_Zr6_Nb2_O24,Cs2Sr6Zr6Nb2O24.vasp,Cs2,8,Cs,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Nb2,Nb,2,,,0,,,0,O24,2.243268967,2.92,0.040459722,0.040459722,0.114811988
1285,Hf2_Ba6_Co6_Ce2_O24,Hf2Ba6Co6Ce2O24.vasp,Hf2,8,Hf,2,Ba6,Ba,6,,,0,Co6,8,Co,6,Ce2,Ce,2,,,0,,,0,O24,1.895161152,0.744,1.045510425,0.511815575,0.6677297
1286,Hf2_Ba6_Fe6_Zr2_O24,Hf2Ba6Fe6Zr2O24.vasp,Hf2,8,Hf,2,Ba6,Ba,6,,,0,Fe6,8,Fe,6,Zr2,Zr,2,,,0,,,0,O24,-0.014840245,0.289,0.628662122,0.408651409,0.563283078
1287,Hf2_Ba6_Mn6_Zr2_O24,Hf2Ba6Mn6Zr2O24.vasp,Hf2,8,Hf,2,Ba6,Ba,6,,,0,Mn6,8,Mn,6,Zr2,Zr,2,,,0,,,0,O24,1.480115652,0.398,0.569023092,0.392946637,0.455268366
1288,Hf2_Ba6_Ni6_Ce2_O24,Hf2Ba6Ni6Ce2O24.vasp,Hf2,8,Hf,2,Ba6,Ba,6,,,0,Ni6,8,Ni,6,Ce2,Ce,2,,,0,,,0,O24,0.026149273,0.015,1.527082632,0.820631983,1.076662713
1289,Hf2_Ba6_Ni6_Zr2_O24,Hf2Ba6Ni6Zr2O24.vasp,Hf2,8,Hf,2,Ba6,Ba,6,,,0,Ni6,8,Ni,6,Zr2,Zr,2,,,0,,,0,O24,0.154208183,0.005,1.441222895,0.734772247,0.91738721
1290,Hf2_Ba6_Zr6_Zn2_O24,Hf2Ba6Zr6Zn2O24.vasp,Hf2,8,Hf,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,Zn2,Zn,2,,,0,,,0,O24,-0.012327433,3.61,0.323573424,0.323573424,0.394860941
1293,Hf2_La6_Fe6_Zr2_O24,Hf2La6Fe6Zr2O24.vasp,Hf2,8,Hf,2,La6,La,6,,,0,Fe6,8,Fe,6,Zr2,Zr,2,,,0,,,0,O24,-0.017636895,2.039,0.53518274,0.684380913,0.684380913
1295,Hf2_La6_Mn6_Zr2_O24,Hf2La6Mn6Zr2O24.vasp,Hf2,8,Hf,2,La6,La,6,,,0,Mn6,8,Mn,6,Zr2,Zr,2,,,0,,,0,O24,0.953769326,2.16,0.655858571,1.023858571,1.023858571
1296,Hf2_La6_Ni6_Ce2_O24,Hf2La6Ni6Ce2O24.vasp,Hf2,8,Hf,2,La6,La,6,,,0,Ni6,8,Ni,6,Ce2,Ce,2,,,0,,,0,O24,0.047876835,0.521,1.005046493,0.656845845,0.709460753
1297,Hf2_La6_Ni6_Zr2_O24,Hf2La6Ni6Zr2O24.vasp,Hf2,8,Hf,2,La6,La,6,,,0,Ni6,8,Ni,6,Zr2,Zr,2,,,0,,,0,O24,-0.012075186,0.497,0.759248826,0.411048178,0.437355632
1298,Hf2_La6_Zr6_Zn2_O24,Hf2La6Zr6Zn2O24.vasp,Hf2,8,Hf,2,La6,La,6,,,0,Zr6,8,Zr,6,Zn2,Zn,2,,,0,,,0,O24,-0.009018302,0.312,0.943062745,1.288062745,1.288062745
1299,Hf2_Pr6_Co6_Ce2_O24,Hf2Pr6Co6Ce2O24.vasp,Hf2,8,Hf,2,Pr6,Pr,6,,,0,Co6,8,Co,6,Ce2,Ce,2,,,0,,,0,O24,1.525416136,1.104,0.615548148,0.339986694,0.339986694
1300,Hf2_Pr6_Co6_Zr2_O24,Hf2Pr6Co6Zr2O24.vasp,Hf2,8,Hf,2,Pr6,Pr,6,,,0,Co6,8,Co,6,Zr2,Zr,2,,,0,,,0,O24,-0.018232226,1.554,0.571040798,0.295479344,0.295479344
1301,Hf2_Pr6_Fe6_Zr2_O24,Hf2Pr6Fe6Zr2O24.vasp,Hf2,8,Hf,2,Pr6,Pr,6,,,0,Fe6,8,Fe,6,Zr2,Zr,2,,,0,,,0,O24,-0.012093782,1.673,0.404517919,0.563399822,0.563399823
1302,Hf2_Pr6_Mn6_Zr2_O24,Hf2Pr6Mn6Zr2O24.vasp,Hf2,8,Hf,2,Pr6,Pr,6,,,0,Mn6,8,Mn,6,Zr2,Zr,2,,,0,,,0,O24,-0.009106636,2.714,0.280645014,0.484247914,0.484247914
1303,Hf2_Pr6_Ni6_Ce2_O24,Hf2Pr6Ni6Ce2O24.vasp,Hf2,8,Hf,2,Pr6,Pr,6,,,0,Ni6,8,Ni,6,Ce2,Ce,2,,,0,,,0,O24,-0.006899238,0.158,0.957539418,0.609338769,0.609338769
1304,Hf2_Pr6_Ni6_Zr2_O24,Hf2Pr6Ni6Zr2O24.vasp,Hf2,8,Hf,2,Pr6,Pr,6,,,0,Ni6,8,Ni,6,Zr2,Zr,2,,,0,,,0,O24,-0.014247775,0.478,0.706045192,0.357844544,0.357844544
1305,Hf2_Sr6_Ce6_Zn2_O24,Hf2Sr6Ce6Zn2O24.vasp,Hf2,8,Hf,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Zn2,Zn,2,,,0,,,0,O24,-0.008375525,1.687,0.442629836,0.442629836,0.634048911
1306,Hf2_Sr6_Co6_Ce2_O24,Hf2Sr6Co6Ce2O24.vasp,Hf2,8,Hf,2,Sr6,Sr,6,,,0,Co6,8,Co,6,Ce2,Ce,2,,,0,,,0,O24,-0.015370369,0.647,1.030459979,0.442565565,0.601317599
1307,Hf2_Sr6_Co6_Zr2_O24,Hf2Sr6Co6Zr2O24.vasp,Hf2,8,Hf,2,Sr6,Sr,6,,,0,Co6,8,Co,6,Zr2,Zr,2,,,0,,,0,O24,2.171369553,0.441,0.90772836,0.312793332,0.420911222
1308,Hf2_Sr6_Fe6_Ce2_O24,Hf2Sr6Fe6Ce2O24.vasp,Hf2,8,Hf,2,Sr6,Sr,6,,,0,Fe6,8,Fe,6,Ce2,Ce,2,,,0,,,0,O24,-0.017359853,1.136,0.735376162,0.532364692,0.692051231
1309,Hf2_Sr6_Fe6_Zr2_O24,Hf2Sr6Fe6Zr2O24.vasp,Hf2,8,Hf,2,Sr6,Sr,6,,,0,Fe6,8,Fe,6,Zr2,Zr,2,,,0,,,0,O24,-0.019918084,0.074,0.603732793,0.399436717,0.502733103
1311,Hf2_Sr6_Mn6_Zr2_O24,Hf2Sr6Mn6Zr2O24.vasp,Hf2,8,Hf,2,Sr6,Sr,6,,,0,Mn6,8,Mn,6,Zr2,Zr,2,,,0,,,0,O24,1.570882201,0.463,0.440964014,0.232569219,0.289974969
1312,Hf2_Sr6_Ni6_Ce2_O24,Hf2Sr6Ni6Ce2O24.vasp,Hf2,8,Hf,2,Sr6,Sr,6,,,0,Ni6,8,Ni,6,Ce2,Ce,2,,,0,,,0,O24,-0.010474324,0.0,1.440854561,0.747653912,0.939072987
1314,Hf2_Sr6_Zr6_Zn2_O24,Hf2Sr6Zr6Zn2O24.vasp,Hf2,8,Hf,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Zn2,Zn,2,,,0,,,0,O24,0.145397305,3.892,0.20430408,0.20430408,0.257226466
1315,Hf2_Y6_Co6_Zr2_O24,Hf2Y6Co6Zr2O24.vasp,Hf2,8,Hf,2,Y6,Y,6,,,0,Co6,8,Co,6,Zr2,Zr,2,,,0,,,0,O24,1.68003583,1.888,0.677923331,0.402361876,0.402361876
1316,Hf2_Y6_Ni6_Zr2_O24,Hf2Y6Ni6Zr2O24.vasp,Hf2,8,Hf,2,Y6,Y,6,,,0,Ni6,8,Ni,6,Zr2,Zr,2,,,0,,,0,O24,-0.012438774,0.575,0.889861787,0.541661139,0.541661139
1317,La2_Ba6_Ce6_Cr2_O24,La2Ba6Ce6Cr2O24.vasp,La2,8,La,2,Ba6,Ba,6,,,0,Ce6,8,Ce,6,Cr2,Cr,2,,,0,,,0,O24,0.892623425,1.89,0.238153698,0.29759592,0.544583367
1320,La2_Ba6_Ce6_Ni2_O24,La2Ba6Ce6Ni2O24.vasp,La2,8,La,2,Ba6,Ba,6,,,0,Ce6,8,Ce,6,Ni2,Ni,2,,,0,,,0,O24,-0.023105979,0.006,0.519557038,0.326823489,0.659560612
1323,La2_Ba6_Fe6_Ce2_O24,La2Ba6Fe6Ce2O24.vasp,La2,8,La,2,Ba6,Ba,6,,,0,Fe6,8,Fe,6,Ce2,Ce,2,,,0,,,0,O24,-0.008620501,0.114,0.548101332,0.264512486,0.593052534
1324,La2_Ba6_Fe6_Zr2_O24,La2Ba6Fe6Zr2O24.vasp,La2,8,La,2,Ba6,Ba,6,,,0,Fe6,8,Fe,6,Zr2,Zr,2,,,0,,,0,O24,0.065859795,0.032,0.537371221,0.253782375,0.516855688
1325,La2_Ba6_Nb6_Zr2_O24,La2Ba6Nb6Zr2O24.vasp,La2,8,La,2,Ba6,Ba,6,,,0,Nb6,8,Nb,6,Zr2,Zr,2,,,0,,,0,O24,-0.013311744,0.028,0.479835497,0.939835497,0.97462834
1328,La2_Ba6_Zr6_Fe2_O24,La2Ba6Zr6Fe2O24.vasp,La2,8,La,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,Fe2,Fe,2,,,0,,,0,O24,-0.013715506,3.549,0.04726605,0.046293561,0.140424963
1329,La2_Ba6_Zr6_Mn2_O24,La2Ba6Zr6Mn2O24.vasp,La2,8,La,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,Mn2,Mn,2,,,0,,,0,O24,-0.014001966,0.938,0.155555636,0.201555636,0.287738006
1330,La2_Ba6_Zr6_Ni2_O24,La2Ba6Zr6Ni2O24.vasp,La2,8,La,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,Ni2,Ni,2,,,0,,,0,O24,-0.001105547,0.036,0.343749142,0.151015592,0.284089174
1332,La2_Ba6_Zr6_Ta2_O24,La2Ba6Zr6Ta2O24.vasp,La2,8,La,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,Ta2,Ta,2,,,0,,,0,O24,3.07595396,0.002,0.363000317,0.593000317,0.679182688
1333,La2_Ba6_Zr6_Ti2_O24,La2Ba6Zr6Ti2O24.vasp,La2,8,La,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,Ti2,Ti,2,,,0,,,0,O24,2.121212482,0.003,0.170743728,0.285743728,0.371926098
1334,La2_Ba6_Zr6_V2_O24,La2Ba6Zr6V2O24.vasp,La2,8,La,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,V2,V,2,,,0,,,0,O24,-0.01363337,1.973,0.040931091,0.268722757,0.324666263
1337,La2_Sr6_Ce6_Fe2_O24,La2Sr6Ce6Fe2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Fe2,Fe,2,,,0,,,0,O24,-0.015560269,1.77,0.252498568,0.251526079,0.526781339
1339,La2_Sr6_Ce6_Sc2_O24,La2Sr6Ce6Sc2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Sc2,Sc,2,,,0,,,0,O24,1.727950454,2.194,0.184497044,0.184497044,0.467856315
1340,La2_Sr6_Ce6_V2_O24,La2Sr6Ce6V2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,V2,V,2,,,0,,,0,O24,1.635045886,0.985,0.323718775,0.551510442,0.734828983
1341,La2_Sr6_Fe6_Ce2_O24,La2Sr6Fe6Ce2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,Fe6,8,Fe,6,Ce2,Ce,2,,,0,,,0,O24,0.530631423,0.001,0.571314845,0.290960948,0.545061184
1342,La2_Sr6_Fe6_Zr2_O24,La2Sr6Fe6Zr2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,Fe6,8,Fe,6,Zr2,Zr,2,,,0,,,0,O24,-0.013885498,0.001,0.448927101,0.176720295,0.372947713
1343,La2_Sr6_Nb6_Zr2_O24,La2Sr6Nb6Zr2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,Nb6,8,Nb,6,Zr2,Zr,2,,,0,,,0,O24,0.387756586,0.015,0.515350414,0.975350414,1.000134503
1344,La2_Sr6_V6_Ce2_O24,La2Sr6V6Ce2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,V6,8,V,6,Ce2,Ce,2,,,0,,,0,O24,1.329097867,0.667,0.345036763,0.769315713,0.742850665
1346,La2_Sr6_Zr6_Co2_O24,La2Sr6Zr6Co2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Co2,Co,2,,,0,,,0,O24,-0.013845205,3.606,0.206672285,0.050711458,0.159395277
1347,La2_Sr6_Zr6_Cr2_O24,La2Sr6Zr6Cr2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Cr2,Cr,2,,,0,,,0,O24,-0.013593674,3.249,0.030004118,0.039473472,0.104356384
1349,La2_Sr6_Zr6_Mn2_O24,La2Sr6Zr6Mn2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Mn2,Mn,2,,,0,,,0,O24,-0.017601967,0.941,0.138149515,0.184149515,0.258501781
1350,La2_Sr6_Zr6_Nb2_O24,La2Sr6Zr6Nb2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Nb2,Nb,2,,,0,,,0,O24,2.976161718,0.006,0.307956357,0.537956357,0.612308623
1351,La2_Sr6_Zr6_Ni2_O24,La2Sr6Zr6Ni2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Ni2,Ni,2,,,0,,,0,O24,0.073251128,3.638,0.326179708,0.133446159,0.254689636
1352,La2_Sr6_Zr6_Sc2_O24,La2Sr6Zr6Sc2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Sc2,Sc,2,,,0,,,0,O24,0.006756663,3.705,0.0,0.0,0.08750494
1353,La2_Sr6_Zr6_Ta2_O24,La2Sr6Zr6Ta2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Ta2,Ta,2,,,0,,,0,O24,3.531368256,0.003,0.40650564,0.63650564,0.690485525
1355,La2_Sr6_Zr6_V2_O24,La2Sr6Zr6V2O24.vasp,La2,8,La,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,V2,V,2,,,0,,,0,O24,-0.023112178,1.967,0.020884043,0.248675709,0.292771913
1356,Mg2_Ba6_Ce6_P2_O24,Mg2Ba6Ce6P2O24.vasp,Mg2,8,Mg,2,Ba6,Ba,6,,,0,Ce6,8,Ce,6,P2,P,2,,,0,,,0,O24,-0.014229536,0.097,0.587251868,0.702251868,0.860513091
1357,Mg2_Ba6_Ce6_Ta2_O24,Mg2Ba6Ce6Ta2O24.vasp,Mg2,8,Mg,2,Ba6,Ba,6,,,0,Ce6,8,Ce,6,Ta2,Ta,2,,,0,,,0,O24,1.804107189,0.255,0.369506165,0.484506165,0.640505507
1358,Mg2_Ba6_Ce6_V2_O24,Mg2Ba6Ce6V2O24.vasp,Mg2,8,Mg,2,Ba6,Ba,6,,,0,Ce6,8,Ce,6,V2,V,2,,,0,,,0,O24,1.575649977,1.273,0.45225094,0.565042607,0.701230723
1359,Mg2_Ba6_Nb6_Zr2_O24,Mg2Ba6Nb6Zr2O24.vasp,Mg2,8,Mg,2,Ba6,Ba,6,,,0,Nb6,8,Nb,6,Zr2,Zr,2,,,0,,,0,O24,-0.006856203,0.094,0.478939897,0.823939897,0.826687926
